Name;Age;Class;
E. King
KINGSCOTE, Mr William Ford ;48 ;Victualling Crew ;
KINK, Miss Maria ;23 ;3rd Class Passenger ;
KINK, Mr Vincenz ;26 ;3rd Class Passenger ;
KINSELLA, Mr Louis ;30 ;Engineering Crew
Substitute Crew ;
KIRKALDY, Mr Thomas Benjamin ;36 ;Victualling Crew ;
KIRKHAM, Mr James ;43 ;Engineering Crew ;
KIRKLAND, Fr Charles Leonard ;52 ;2nd Class Passenger ;
C. Kirkland
KITCHING, Mr Arthur Alfred ;31 ;Victualling Crew ;
KLABER, Mr Herman ;41 ;1st Class Passenger ;
KLASéN, Mrs Hulda Kristina Eugenia ;36 ;3rd Class Passenger ;
KLASéN, Miss Gertrud Emilia ;1 ;3rd Class Passenger ;
KLASéN, Mr Klas Albin ;18 ;3rd Class Passenger ;
KLEIN, Mr Herbert ;34 ;Victualling Crew ;
KNIGHT, Mr Robert ;41 ;2nd Class Passenger
H&W Guarantee Group ;
KNIGHT, Mr Leonard George ;21 ;Victualling Crew ;
KRAEFF, Mr Theodor ;;3rd Class Passenger ;
KRINS, Mr Georges Alexandre ;23 ;2nd Class Passenger
Musician ;
G. Krins
KUTSCHER (LITHMAN), Mr Simon ;26 ;3rd Class Passenger ;
KVILLNER, Mr Johan Henrik Johannesson ;31 ;2nd Class Passenger ;
J. Kvillner
LACEY, Mr Bertie William ;20 ;Victualling Crew ;
LAHHūD ISHAQ MU'AWWAD, Mr Sarkīs ;35 ;3rd Class Passenger ;
LAHTINEN, Fr William ;35 ;2nd Class Passenger ;
LAHTINEN, Mrs Anna Amelia ;34 ;2nd Class Passenger ;
LAHY, Mr T. ;41 ;Engineering Crew ;
LAITINEN, Miss Kristina Sofia ;37 ;3rd Class Passenger ;
LAKE, Mr William ;46 ;Victualling Crew ;
LAM, Mr Len ;23 ;3rd Class Passenger ;
LAMB, Mr John J. ;31 ;2nd Class Passenger ;
LANE, Mr Patrick ;17 ;3rd Class Passenger ;
LANE, Mr Albert Edward ;34 ;Victualling Crew ;
LAROCHE, Mr Joseph Philippe Lemercier ;25 ;2nd Class Passenger ;
LARSSON, Mr August Viktor ;29 ;3rd Class Passenger ;
LARSSON, Mr Edvard ;22 ;3rd Class Passenger ;
LARSSON, Mr Bengt Edvin ;29 ;3rd Class Passenger ;
LATIMER, Mr Andrew ;55 ;Victualling Crew ;
A. Latimer
LAWRANCE, Mr Arthur ;36 ;Victualling Crew ;
LEADER, Mr Archibald ;22 ;Victualling Crew ;
LEE, Mr H. ;18 ;Engineering Crew ;
LEFEBVRE, Miss Mathilde ;12 ;3rd Class Passenger ;
LEFEBVRE, Miss Jeannie ;8 ;3rd Class Passenger ;
LEFEBVRE, Miss Ida ;3 ;3rd Class Passenger ;
LEFEBVRE, Master Henry ;5 ;3rd Class Passenger ;
LEFEBVRE, Mrs Frances Marie ;40 ;3rd Class Passenger ;
F. Lefebvre
LEFEBVRE, Mr Paul Georges ;35 ;Victualling Crew ;
LEINONEN, Mr Antti Gustaf ;32 ;3rd Class Passenger ;
LENNON, Mr Denis ;20 ;3rd Class Passenger ;
LEONARD, Mr Matthew ;25 ;Victualling Crew ;
LESTER, Mr James ;41 ;3rd Class Passenger ;
LEVETT, Mr George Alfred ;26 ;Victualling Crew ;
LéVY, Mr René Jacques ;37 ;2nd Class Passenger ;
R. Lévy
LEWY, Mr Ervin G. ;30 ;1st Class Passenger ;
LEYSON, Mr Robert William Norman ;25 ;2nd Class Passenger ;
LIEVENS, Mr René Aimé ;24 ;3rd Class Passenger ;
LIGHT, Mr W. ;47 ;Engineering Crew ;
LIGHT, Mr Charles Edward ;24 ;Victualling Crew ;
LIGHT, Mr Christopher William ;20 ;Engineering Crew ;
LINDAHL, Miss Agda Thorilda Viktoria ;25 ;3rd Class Passenger ;
LINDBLOM, Miss Augusta Charlotta ;45 ;3rd Class Passenger ;
LINDELL, Mrs Elin Gerda ;30 ;3rd Class Passenger ;
E. Lindell
LINDELL, Mr Edvard Bengtsson ;36 ;3rd Class Passenger ;
E. Lindell
LINEHAN, Mr Michael ;21 ;3rd Class Passenger ;
LING, Mr Lee ;28 ;3rd Class Passenger ;
LINGANE, Mr John ;61 ;2nd Class Passenger ;
LINHART, Mr Wenzel ;28 ;3rd Class Passenger ;
LIVSHIN, Mr David ;25 ;3rd Class Passenger ;
LLOYD, Mr William ;29 ;Engineering Crew
Substitute Crew ;
LLOYD, Mr Humphrey ;41 ;Victualling Crew ;
LOBB, Mrs Cordelia ;34 ;3rd Class Passenger ;
LOBB, Mr William Arthur ;31 ;3rd Class Passenger ;
LOCKE, Mr Albert George ;33 ;Victualling Crew
Substitute Crew ;
LOCKYER, Mr Edward Thomas ;19 ;3rd Class Passenger ;
LONG, Mr Milton Clyde ;29 ;1st Class Passenger ;
LONG, Mr William ;36 ;Engineering Crew ;
LONG, Mr Frank ;31 ;Engineering Crew ;
F. Long
LONGMUIR, Mr John Dickson ;20 ;Victualling Crew ;
LORING, Mr Joseph Holland ;30 ;1st Class Passenger ;
J. Loring
LOUCH, Mr Charles ;50 ;2nd Class Passenger ;
LOVELL, Mr John Hall ;20 ;3rd Class Passenger ;
LOVELL, Mr John ;37 ;Victualling Crew ;
LUNDAHL, Mr Johan Svensson ;50 ;3rd Class Passenger ;
LYDIATT, Mr Charles ;45 ;Victualling Crew ;
C. Lydiatt
LYMPEROPOULUS, Mr Panagiotis K. ;30 ;3rd Class Passenger ;
LYNTAKOFF, Mr Stanko ;44 ;3rd Class Passenger ;
LYONS, Mr William Henry ;26 ;Deck Crew ;
W. Lyons
MABEY, Mr John Charles ;24 ;Victualling Crew ;
MACK, Mrs Mary ;57 ;2nd Class Passenger ;
MACKAY, Mr George William ;20 ;3rd Class Passenger ;
MACKIE, Mr George William ;34 ;Victualling Crew ;
MACKIE, Mr William Dickson ;32 ;Engineering Crew ;
W. Mackie
MäENPää, Mr Matti Alexanteri ;22 ;3rd Class Passenger ;
MAGUIRE, Mr John Edward ;30 ;1st Class Passenger ;
MAHON, Miss Bridget Delia ;20 ;3rd Class Passenger ;
MAJOR, Mr Thomas Edgar ;36 ;Victualling Crew ;
MäKINEN, Mr Kalle Edvard ;29 ;3rd Class Passenger ;
MALACHARD, Mr Jean-Noël ;25 ;2nd Class Passenger ;
MALLET, Mr Albert Denis Pierre ;45 ;2nd Class Passenger ;
MANGAN, Miss Mary ;32 ;3rd Class Passenger ;
MANGIAVACCHI, Mr Emilio Giovanni Andrea Onorato ;47 ;2nd Class Passenger ;
MANTLE, Mr Roland Frederick ;40 ;Victualling Crew ;
MARCH, Mr John Starr ;50 ;Victualling Crew
Postal Clerk ;
J. March
MARDIROSIAN, Mr Sarkis ;25 ;3rd Class Passenger ;
MARETT, Mr George John ;27 ;Engineering Crew ;
MARINKO, Mr Dmitri ;23 ;3rd Class Passenger ;
MARKOFF, Mr Marin ;35 ;3rd Class Passenger ;
MARKS, Mr James ;27 ;Victualling Crew ;
MARKUN, Mr Johann ;33 ;3rd Class Passenger ;
MARRIOTT, Mr John William ;21 ;Victualling Crew ;
MARSH, Mr Frederick Charles ;39 ;Engineering Crew ;
MARVIN, Mr Daniel Warner ;18 ;1st Class Passenger ;
D. Marvin
MASKELL, Mr Leopold Adolphus ;25 ;Engineering Crew ;
MASON, Mr J. ;39 ;Engineering Crew ;
MATHERSON, Mr David ;33 ;Deck Crew ;
MATHIAS, Mr Montague Vincent ;29 ;Deck Crew ;
MATINOFF, Mr Nicola ;30 ;3rd Class Passenger ;
MATTHEWS, Mr William John ;23 ;2nd Class Passenger ;
MATTMANN, Sig. Adolf ;20 ;Restaurant Staff ;
A. Mattmann
MAXWELL, Mr John ;29 ;Deck Crew ;
J. Maxwell
MAY, Mr Arthur William ;59 ;Engineering Crew ;
A. May
MAY, Mr Arthur William ;22 ;Engineering Crew ;
A. May
MAYBERY, Mr Frank Hubert ;36 ;2nd Class Passenger ;
MAYO, Mr William Peter ;28 ;Engineering Crew ;
MAYTUM, Mr Alfred ;53 ;Victualling Crew ;
A. Maytum
MCANDREW, Mr Thomas Patrick ;38 ;Engineering Crew ;
MCANDREWS, Mr William ;23 ;Engineering Crew ;
MCCAFFRY, Mr Thomas Francis ;46 ;1st Class Passenger ;
T. McCaffry
MCCARTHY, Mr Frederick James ;38 ;Victualling Crew ;
MCCARTHY, Mr Timothy John ;55 ;1st Class Passenger ;
T. McCarthy
MCCASTLIN, Mr William ;28 ;Engineering Crew ;
MCCAWLEY, Mr Thomas W. ;36 ;Victualling Crew ;
MCCRAE, Mr Arthur Gordon ;32 ;2nd Class Passenger ;
A. McCrae
MCCRIE, Mr James Matthew ;32 ;2nd Class Passenger ;
MCELROY, Mr Hugh Walter ;37 ;Victualling Crew ;
H. McElroy
MCEVOY, Mr Michael ;20 ;3rd Class Passenger ;
MCGARVEY, Mr Edward Joseph ;34 ;Engineering Crew ;
MCGAW, Mr Erroll Victor ;30 ;Engineering Crew ;
E. McGaw
MCGOWAN, Miss Catherine ;42 ;3rd Class Passenger ;
MCGRADY, Mr James ;27 ;Victualling Crew ;
MCINERNEY, Mr Thomas ;38 ;Engineering Crew ;
MCKANE, Mr Peter Daniel ;46 ;2nd Class Passenger ;
MCMAHON, Mr Martin ;19 ;3rd Class Passenger ;
MCMICKEN, Mr Benjamin Tucker ;21 ;Victualling Crew ;
MCMULLIN, Mr John Richard ;36 ;Victualling Crew ;
MCMURRAY, Mr William ;44 ;Victualling Crew ;
W. McMurray
MCNAMEE, Mrs Eileen ;19 ;3rd Class Passenger ;
E. McNamee
MCNAMEE, Mr Neal ;27 ;3rd Class Passenger ;
N. McNamee
MCNEILL, Miss Bridget ;32 ;3rd Class Passenger ;
MCQUILLAN, Mr William ;26 ;Engineering Crew ;
W. McQuillan
MCRAE, Mr William Alexander ;32 ;Engineering Crew ;
MCREYNOLDS, Mr William ;22 ;Engineering Crew ;
W. McReynolds
MEANWELL, Mrs Marian ;62 ;3rd Class Passenger ;
M. Meanwell
MEEHAN, Mr John ;22 ;3rd Class Passenger ;
MEEK, Mrs Annie Louisa ;32 ;3rd Class Passenger ;
MEISNERE, Mr Simon ;34 ;3rd Class Passenger ;
MELLOR, Mr Arthur ;34 ;Victualling Crew ;
MEO (MARTINO), Mr Alfonzo ;48 ;3rd Class Passenger ;
MERNAGH, Mr Robert ;28 ;3rd Class Passenger ;
MEYER, Mr Edgar Joseph ;28 ;1st Class Passenger ;
E. Meyer
MEYER, Mr August ;31 ;2nd Class Passenger ;
MIDDLETON, Mr Mark Victor ;24 ;Victualling Crew ;
MIDDLETON, Mr Alfred Pirrie ;27 ;Engineering Crew ;
MIHOFF, Mr Stoytcho ;28 ;3rd Class Passenger ;
MILES, Mr Frank ;23 ;3rd Class Passenger ;
MILFORD, Mr George ;28 ;Engineering Crew ;
MILLAR, Mr Thomas ;32 ;Engineering Crew ;
MILLAR, Mr Robert ;26 ;Engineering Crew ;
R. Millar
MILLET, Mr Francis Davis ;65 ;1st Class Passenger ;
F. Millet
MILLING, Mr Jacob Christian ;48 ;2nd Class Passenger ;
MINAHAN, Dr William Edward ;44 ;1st Class Passenger ;
W. Minahan
MINEFF, Mr Ivan ;24 ;3rd Class Passenger ;
MINKOFF, Mr Lazar ;21 ;3rd Class Passenger ;
MINTRAM, Mr William ;46 ;Engineering Crew ;
W. Mintram
MISH'ALāNī, Mr Ibrāhīm Mansūr ;53 ;Victualling Crew ;
MITCHELL, Mr Henry Michael ;72 ;2nd Class Passenger ;
MITCHELL, Mr Lorenzo Horace ;19 ;Engineering Crew ;
MITKOFF, Mr Mito ;23 ;3rd Class Passenger ;
MOEN, Mr Sigurd Hansen ;27 ;3rd Class Passenger ;
MOLSON, Mr Harry Markland ;55 ;1st Class Passenger ;
H. Molson
MONRóS, Sr. Joan Javier ;20 ;Restaurant Staff ;
MONTEVERDI, Sig. Giovanni ;23 ;Restaurant Staff ;
MONTVILA, Fr Juozas ;27 ;2nd Class Passenger ;
MOODY, Mr James Paul ;24 ;Deck Crew
Titanic Officers ;
J. Moody
MOORE, Mr Ralph ;22 ;Engineering Crew ;
MOORE, Mr Alfred Ernest ;39 ;Victualling Crew ;
MOORE, Mr Clarence ;47 ;1st Class Passenger ;
C. Moore
MOORE, Mr Leonard Charles ;19 ;3rd Class Passenger ;
MOORES, Mr Richard Henry ;44 ;Engineering Crew ;
MORAN, Mr Daniel J. ;28 ;3rd Class Passenger ;
MORAWECK, Dr Ernest ;54 ;2nd Class Passenger ;
MORGAN, Mr Thomas A. ;26 ;Engineering Crew ;
MORGAN, Mr Arthur Herbert ;27 ;Engineering Crew ;
MORGAN (BIRD), Mr Charles Frederick ;42 ;Victualling Crew ;
MORLEY, Mr William ;34 ;3rd Class Passenger ;
MORLEY, Mr Henry Samuel ;38 ;2nd Class Passenger ;
H. Morley
MORRIS, Mr William Edward ;23 ;Engineering Crew ;
MORROW, Mr Thomas Rowan ;30 ;3rd Class Passenger ;
T. Morrow
MOSS, Mr William ;36 ;Victualling Crew ;
MOUTAL, Mr Rahamin Haim ;28 ;3rd Class Passenger ;
R. Moutal
MOYES, Mr William Young ;24 ;Engineering Crew ;
W. Moyes
MUDD, Mr Thomas Cupper ;17 ;2nd Class Passenger ;
MüLLER, Mr Ludwig ;37 ;Victualling Crew ;
MULLIN, Mr Thomas ;20 ;Victualling Crew ;
MULLIN, Miss Mary ;18 ;3rd Class Passenger ;
MURDLIN, Mr Joseph ;22 ;3rd Class Passenger ;
MURDOCH, Mr William McMaster ;39 ;Deck Crew
Titanic Officers ;
W. Murdoch
MYHRMAN, Mr Pehr Fabian Oliver Malkolm ;18 ;3rd Class Passenger ;
P. Myhrman
MYLES, Mr Thomas Francis ;63 ;2nd Class Passenger ;
T. Myles
NAIDENOFF, Mr Penko ;22 ;3rd Class Passenger ;
NAKHLI, Mr Toufik ;17 ;3rd Class Passenger ;
NANCARROW, Mr William Henry ;36 ;3rd Class Passenger ;
NANKOFF, Mr Minko ;32 ;3rd Class Passenger ;
NANNINI, Sig. Francesco Luigi Arcangelo ;42 ;Restaurant Staff ;
NASR 'ALMā, Mr Mustafà ;20 ;3rd Class Passenger ;
NAṣR ALLāH, Mr Niqūlā Khalīl ;29 ;2nd Class Passenger ;
NAṣR-RIZQ, Mr Su'ādah Ḥannā ;20 ;3rd Class Passenger ;
NATSCH, Mr Charles ;36 ;1st Class Passenger ;
C. Natsch
NAUGHTON, Miss Hannah ;21 ;3rd Class Passenger ;
NAVRATIL, Mr Michel ;32 ;2nd Class Passenger ;
M. Navratil
NENKOV, Mr Hristo ;22 ;3rd Class Passenger ;
NESSON, Mr Israel ;26 ;2nd Class Passenger ;
NETTLETON, Mr George Walter ;30 ;Engineering Crew ;
NEWELL, Mr Arthur Webster ;58 ;1st Class Passenger ;
A. Newell
NEWMAN, Mr Charles Thomas ;33 ;Engineering Crew ;
NICHOLLS, Mr Sidney ;39 ;Victualling Crew ;
NICHOLLS, Mr Joseph Charles ;19 ;2nd Class Passenger ;
NICHOLS, Mr Albert William Stanley ;47 ;Deck Crew ;
A. Nichols
NICHOLS, Mr Arthur ;46 ;Victualling Crew ;
NICHOLSON, Mr Arthur Ernest ;60 ;1st Class Passenger ;
NIEMINEN, Miss Manta Josefina ;29 ;3rd Class Passenger ;
NIKLASSON, Mr Samuel ;28 ;3rd Class Passenger ;
NILSSON, Mr August Ferdinand ;21 ;3rd Class Passenger ;
NIRVA, Mr Iisakki Antino Äijö ;41 ;3rd Class Passenger ;
NIVEN, Mr John Brown ;30 ;Engineering Crew ;
NOFAL, Mr Mansouer ;20 ;3rd Class Passenger ;
NOON, Mr John Thomas ;42 ;Engineering Crew ;
NORMAN, Mr Robert Douglas ;27 ;2nd Class Passenger ;
NORRIS, Mr James ;22 ;Engineering Crew ;
NOSS, Mr Bertram Arthur ;21 ;Engineering Crew ;
B. Noss
NOSWORTHY, Mr Richard Cater ;21 ;3rd Class Passenger ;
NYSVEEN, Mr Johan Hansen ;60 ;3rd Class Passenger ;
O'BRIEN, Mr Denis ;21 ;3rd Class Passenger ;
O'BRIEN, Mr Thomas ;27 ;3rd Class Passenger ;
O'CONNELL, Mr Patrick Denis ;18 ;3rd Class Passenger ;
O'CONNOR, Mr Thomas Peter ;44 ;Victualling Crew ;
O'CONNOR, Mr Patrick ;23 ;3rd Class Passenger ;
O'CONNOR, Mr Maurice ;17 ;3rd Class Passenger ;
O'KEEFE, Mr Arthur ;44 ;3rd Class Passenger ;
O'LOUGHLIN, Dr William Francis Norman ;63 ;Deck Crew ;
W. O'Loughlin
O'SULLIVAN, Miss Bridget Mary ;21 ;3rd Class Passenger ;
ÖDAHL, Mr Nils Martin ;23 ;3rd Class Passenger ;
N. Ödahl
OLIVE, Mr Charles ;31 ;Engineering Crew ;
OLIVE, Mr Ernest Roskelly ;27 ;Victualling Crew ;
OLSEN, Mr Henry Margido ;28 ;3rd Class Passenger ;
H. Olsen
OLSEN, Mr Karl Siegwart Andreas ;42 ;3rd Class Passenger ;
OLSEN, Mr Ole Martin ;27 ;3rd Class Passenger ;
O. Olsen
OLSSON, Miss Elina ;31 ;3rd Class Passenger ;
OLSSON, Mr Nils Johan Göransson ;28 ;3rd Class Passenger ;
OLSVIGEN, Mr Thor Anderson ;20 ;3rd Class Passenger ;
ORESKOVIC, Miss Jelka ;23 ;3rd Class Passenger ;
ORESKOVIC, Mr Luka ;20 ;3rd Class Passenger ;
ORESKOVIC, Miss Marija ;20 ;3rd Class Passenger ;
ORPET, Mr Walter Hayward ;31 ;Victualling Crew ;
W. Orpet
ORR, Mr James ;39 ;Victualling Crew ;
OSBORNE, Mr William Edward ;33 ;Victualling Crew ;
W. Osborne
OSéN, Mr Olaf Elon ;16 ;3rd Class Passenger ;
OTTER, Mr Richard ;38 ;2nd Class Passenger ;
R. Otter
OVIéS Y RODRíGUEZ, Mr Servando José Florentino ;36 ;1st Class Passenger ;
OWEN, Mr Lewis ;43 ;Victualling Crew ;
PACEY, Mr Reginald lvan ;17 ;Victualling Crew ;
PACHERA, Sig. Jean Baptiste Stanislas ;19 ;Restaurant Staff ;
J. Pachera
PAICE, Mr Richard Charles John ;32 ;Engineering Crew ;
PAIN, Dr Alfred ;23 ;2nd Class Passenger ;
PAINTER, Mr Frank ;29 ;Engineering Crew ;
PAINTER, Mr Charles ;32 ;Engineering Crew ;
C. Painter
PAINTIN, Mr James Arthur ;29 ;Victualling Crew ;
J. Paintin
PALLES, Mr Thomas Henry Michael ;45 ;Engineering Crew ;
PåLSSON, Miss Stina Viola ;3 ;3rd Class Passenger ;
S. Pålsson
PåLSSON, Master Paul Folke ;6 ;3rd Class Passenger ;
PåLSSON, Master Gösta Leonard ;2 ;3rd Class Passenger ;
G. Pålsson
PåLSSON, Mrs Alma Cornelia ;29 ;3rd Class Passenger ;
A. Pålsson
PåLSSON, Miss Torborg Danira ;8 ;3rd Class Passenger ;
PANULA, Master Eino Viljam ;1 ;3rd Class Passenger ;
PANULA, Master Urho Abraham ;2 ;3rd Class Passenger ;
PANULA, Master Juha Niilo ;7 ;3rd Class Passenger ;
PANULA, Mr Ernesti Arvid ;16 ;3rd Class Passenger ;
PANULA, Master Jaako Arnold ;15 ;3rd Class Passenger ;
PANULA, Mrs Maija Emelia Abrahamintytar ;41 ;3rd Class Passenger ;
M. Panula
PARKER, Mr Clifford Richard ;17 ;2nd Class Passenger ;
PARKES, Mr Francis ;21 ;2nd Class Passenger
H&W Guarantee Group ;
PARR, Mr William Henry Marsh ;30 ;1st Class Passenger
H&W Guarantee Group ;
PARSONS, Mr Frank Alfred ;27 ;Engineering Crew ;
F. Parsons
PARSONS, Mr Richard Henry ;18 ;Victualling Crew ;
R. Parsons
PARSONS, Mr Edward ;37 ;Victualling Crew ;
PARTNER, Mr Austin ;40 ;1st Class Passenger ;
A. Partner
PASIC, Mr Jakob ;21 ;3rd Class Passenger ;
PATCHETT, Mr George ;20 ;3rd Class Passenger ;
G. Patchett
PAVLOVIC, Mr Stefo ;32 ;3rd Class Passenger ;
PAYNE, Mr Vivian Ponsonby ;23 ;1st Class Passenger
Servant ;
PEACOCK, Miss Treasteall ;4 ;3rd Class Passenger ;
PEACOCK, Master Albert Edward ;7 m ;3rd Class Passenger ;
PEACOCK, Mrs Edith ;26 ;3rd Class Passenger ;
PEARCE, Mr Alfred Ernest ;24 ;Victualling Crew ;
PEARCE, Mr Ernest ;32 ;3rd Class Passenger ;
PEARS, Mr Thomas Clinton ;29 ;1st Class Passenger ;
T. Pears
PEDERSEN, Mr Olaf ;28 ;3rd Class Passenger ;
PEDRINI, Sig. Alessandro ;21 ;Restaurant Staff ;
A. Pedrini
PEDUZZI, Mr Giuseppe ;24 ;3rd Class Passenger ;
PEKONIEMI, Mr Edvard ;21 ;3rd Class Passenger ;
PELTOMäKI, Mr Nikolai Johannes ;25 ;3rd Class Passenger ;
PEñASCO Y CASTELLANA, Mr Victor ;24 ;1st Class Passenger ;
PENGELLY, Mr Frederick William ;20 ;2nd Class Passenger ;
PENNAL, Mr Thomas Frederick Cohen ;34 ;Victualling Crew ;
PENNY, Mr William Farr ;31 ;Victualling Crew ;
W. Penny
PENROSE, Mr John Poole ;49 ;Victualling Crew ;
PERACCHIO, Sig. Sebastiano ;17 ;Restaurant Staff ;
S. Peracchio
PERACCHIO, Sig. Alberto ;20 ;Restaurant Staff ;
A. Peracchio
PERKIN, Mr John Henry ;24 ;3rd Class Passenger ;
PERKINS, Mr Laurence Alexander ;22 ;Victualling Crew ;
PERNOT, Mr René ;39 ;2nd Class Passenger
Servant ;
R. Pernot
PEROTTI, Sig. Alfonso ;20 ;Restaurant Staff ;
A. Perotti
PERREN, Mr William Charles ;47 ;Victualling Crew ;
PERRITON, Mr Hubert Prouse ;32 ;Victualling Crew ;
PERRY, Mr Henry Frederick ;23 ;Engineering Crew ;
PERUSCHITZ, Fr Josef ;41 ;2nd Class Passenger ;
J. Peruschitz
PETERANEC KRAMARIć, Miss Mathilda ;28 ;3rd Class Passenger ;
PETERS, Miss Catherine ;28 ;3rd Class Passenger ;
C. Peters
PETERSEN, Mr Marius ;24 ;3rd Class Passenger ;
PETROFF, Mr Pastcho ;29 ;3rd Class Passenger ;
PETROFF, Mr Nedialco ;19 ;3rd Class Passenger ;
PETTERSSON, Miss Elin Natalia ;18 ;3rd Class Passenger ;
PETTERSSON, Mr Johan Emil ;25 ;3rd Class Passenger ;
PETTY, Mr Edwin Henry ;25 ;Victualling Crew ;
E. Petty
PHILLIPS, Mr Walter John ;35 ;Restaurant Staff ;
PHILLIPS, Mr John George ;25 ;Victualling Crew ;
J. Phillips
PHILLIPS, Mr Escott Robert ;43 ;2nd Class Passenger ;
E. Phillips
PHILLIPS, Mr A. George ;27 ;Engineering Crew ;
PIATTI, Sig. Louis ;17 ;Restaurant Staff ;
PIAZZA, Sig. Pompeo Gaspro ;33 ;Restaurant Staff ;
PITFIELD, Mr William James ;25 ;Engineering Crew ;
PLATT, Mr Wilfred George ;18 ;Victualling Crew ;
PLOTCHARSKY, Mr Vasil ;27 ;3rd Class Passenger ;
POGGI, Sig. Emilio ;28 ;Restaurant Staff ;
E. Poggi
POKRNIC, Mr Tome ;24 ;3rd Class Passenger ;
POKRNIC, Mr Mate ;17 ;3rd Class Passenger ;
POND, Mr George ;32 ;Engineering Crew ;
PONESELL, Mr Martin ;24 ;2nd Class Passenger ;
POOK, Mr Percy Robert ;36 ;Victualling Crew ;
PORTER, Mr Walter Chamberlain ;46 ;1st Class Passenger ;
W. Porter
PORTEUS, Mr Thomas Henry ;33 ;Victualling Crew ;
PRESTON, Mr Thomas Charles Alfred ;20 ;Engineering Crew ;
T. Preston
PRICE, Mr Ernest Cyril ;17 ;Restaurant Staff ;
PRIDEAUX, Mr John Arthur (Jack) ;23 ;Victualling Crew ;
J. Prideaux
PROCTOR, Mr Charles ;46 ;Victualling Crew ;
C. Proctor
PROUDFOOT, Mr Richard Royston ;21 ;Engineering Crew ;
PRYCE, Mr Charles William ;23 ;Victualling Crew ;
C. Pryce
PUGH, Mr Arthur Percy ;31 ;Engineering Crew ;
PULBAUM, Mr Franz ;27 ;2nd Class Passenger ;
PULNER, Mr Usscher ;16 ;3rd Class Passenger ;
PUZEY, Mr John Edward ;44 ;Victualling Crew ;
RADEFF, Mr Alexander ;27 ;3rd Class Passenger ;
RAFūL-BūLUS, Mr Bākhūs ;21 ;3rd Class Passenger ;
RANDALL, Mr Frank Henry ;29 ;Victualling Crew ;
RANSOM, Mr James Augustus ;50 ;Victualling Crew ;
RASMUSSEN, Mrs Lena Jakobsen ;63 ;3rd Class Passenger ;
RATTENBURY, Mr William Henry ;38 ;Victualling Crew ;
W. Rattenbury
RATTI, Sig. Enrico ;21 ;Restaurant Staff ;
READ, Mr Joseph ;20 ;Engineering Crew ;
REED, Mr Thomas Charles Prowse ;54 ;Victualling Crew ;
REED, Mr James George ;18 ;3rd Class Passenger ;
REEVES, Mr Frederick ;20 ;Victualling Crew ;
F. Reeves
REEVES, Mr Frederick Simms ;34 ;Engineering Crew ;
REEVES, Mr David ;36 ;2nd Class Passenger ;
REID, Mr Robert Thomas ;31 ;Engineering Crew ;
REKIC, Mr Tido ;38 ;3rd Class Passenger ;
RENOUF, Mr Peter Henry ;33 ;2nd Class Passenger ;
P. Renouf
RENTOWL, Mr Philip Charles T. ;26 ;Engineering Crew ;
