Name;Age;Class;
REUCHLIN, Mr Jonkheer Johan George ;37 ;1st Class Passenger ;
J. Reuchlin
REVELL, Mr William James Francis ;31 ;Victualling Crew ;
REYNOLDS, Mr Harold ;21 ;3rd Class Passenger ;
RICALDONE, Sig. Rinaldo Renato ;22 ;Restaurant Staff ;
R. Ricaldone
RICE, Master George Hugh ;8 ;3rd Class Passenger ;
RICE, Master Albert ;10 ;3rd Class Passenger ;
RICE, Mrs Margaret ;39 ;3rd Class Passenger ;
M. Rice
RICE, Mr Percy ;19 ;Victualling Crew ;
RICE, Mr John Reginald ;25 ;Victualling Crew ;
RICE, Master Eugene Francis ;2 ;3rd Class Passenger ;
RICE, Master Arthur ;4 ;3rd Class Passenger ;
RICE, Master Eric ;7 ;3rd Class Passenger ;
RICHARD, Mr Emile Phillippe ;23 ;2nd Class Passenger ;
RICHARDS, Mr Joseph James ;30 ;Engineering Crew ;
RICKMAN, Mr George Albert ;36 ;Engineering Crew ;
RICKS, Mr Cyril Gordon ;22 ;Victualling Crew ;
C. Ricks
RIDOUT, Mr Walter George ;29 ;Victualling Crew ;
RIGHINI, Mr Sante ;29 ;1st Class Passenger
Servant ;
RIGOZZI, Mr Abele ;22 ;Restaurant Staff ;
A. Rigozzi
RIIHIVUORI, Miss Susanna Juhantytär ;22 ;3rd Class Passenger ;
RIMMER, Mr Gilbert ;29 ;Victualling Crew ;
RINTAMäKI, Mr Matti ;35 ;3rd Class Passenger ;
RISIEN, Mrs Emma Jane ;64 ;3rd Class Passenger ;
RISIEN, Mr Samuel Beard ;69 ;3rd Class Passenger ;
ROBERTON, Mr George Edward ;19 ;Victualling Crew ;
G. Roberton
ROBERTS, Mr Robert George ;35 ;Engineering Crew ;
ROBERTS, Mr Hugh H. ;41 ;Victualling Crew ;
ROBERTS, Mr Frank John ;37 ;Victualling Crew ;
F. Roberts
ROBINS, Mrs Charity ;48 ;3rd Class Passenger ;
ROBINS, Mr Victor ;45 ;1st Class Passenger
Servant ;
ROBINS, Mr Alexander ;50 ;3rd Class Passenger ;
ROBINSON, Mr James William ;30 ;Victualling Crew ;
ROEBLING, Mr Washington Augustus II ;31 ;1st Class Passenger ;
W. Roebling
ROGERS, Mr Michael Joseph ;26 ;Victualling Crew ;
ROGERS, Mr Edward James William ;31 ;Victualling Crew ;
E. Rogers
ROGERS, Mr Reginald Harry ;18 ;2nd Class Passenger ;
ROGERS, Mr William John ;30 ;3rd Class Passenger ;
ROMMETVEDT, Mr Knud Paust ;49 ;3rd Class Passenger ;
ROOD, Mr Hugh Roscoe ;39 ;1st Class Passenger ;
ROSBLOM, Mr Viktor Richard ;18 ;3rd Class Passenger ;
ROSBLOM, Miss Salli Helena ;2 ;3rd Class Passenger ;
ROSBLOM, Mrs Helena Wilhelmina ;41 ;3rd Class Passenger ;
ROSENSHINE, Mr George ;46 ;1st Class Passenger ;
ROSS, Mr John Hugo ;36 ;1st Class Passenger ;
J. Ross
ROTHSCHILD, Mr Martin ;46 ;1st Class Passenger ;
ROTTA, Sig. Angelo Mario ;23 ;Restaurant Staff ;
A. Rotta
ROUS, Mr Arthur John ;26 ;Engineering Crew ;
A. Rous
ROUSE, Mr Richard Henry ;55 ;3rd Class Passenger ;
ROUSSEAU, Mr Pierre ;48 ;Restaurant Staff ;
P. Rousseau
ROWE, Mr Edgar Maurice ;31 ;Victualling Crew ;
ROWE, Mr Alfred G. ;59 ;1st Class Passenger ;
A. Rowe
RUDD, Mr Henry ;24 ;Engineering Crew ;
H. Rudd
RUSH, Mr Alfred George John ;17 ;3rd Class Passenger ;
RUSSELL, Mr Boysie Richard ;17 ;Victualling Crew ;
B. Russell
RUTTER, Mr Sidney Frank ;26 ;Engineering Crew ;
RYAN, Mr Thomas ;28 ;Victualling Crew ;
T. Ryan
RYAN, Mr Patrick ;30 ;3rd Class Passenger ;
RYERSON, Mr Arthur Larned ;61 ;1st Class Passenger ;
A. Ryerson
SAAD, Mr Amin ;30 ;3rd Class Passenger ;
SACCAGGI, Sig. Giovanni Giuseppe Emilio ;24 ;Restaurant Staff ;
SADLIER, Mr Matthew ;19 ;3rd Class Passenger ;
SADOWITZ, Mr Henry ;17 ;3rd Class Passenger ;
SAGE, Mr Douglas Bullen ;18 ;3rd Class Passenger ;
SAGE, Master Thomas Henry ;5 ;3rd Class Passenger ;
SAGE, Mr George John ;19 ;3rd Class Passenger ;
G. Sage
SAGE, Miss Constance Gladys ;8 ;3rd Class Passenger ;
SAGE, Miss Stella Anne ;20 ;3rd Class Passenger ;
SAGE, Miss Elizabeth Ada ;10 ;3rd Class Passenger ;
SAGE, Mrs Annie Elizabeth ;44 ;3rd Class Passenger ;
SAGE, Master Anthony William ;12 ;3rd Class Passenger ;
SAGE, Mr John George ;44 ;3rd Class Passenger ;
J. Sage
SAGE, Miss Dorothy Florence ;14 ;3rd Class Passenger ;
SAGE, Mr Frederick ;16 ;3rd Class Passenger ;
SALANDER, Mr Karl Johan ;24 ;3rd Class Passenger ;
SALONEN, Mr Johan Werner ;29 ;3rd Class Passenger ;
SALUSSOLIA, Sig. Govanni ;25 ;Restaurant Staff ;
G. Salussolia
SAMAAN, Mr Youssef ;16 ;3rd Class Passenger ;
SAMAAN, Mr Elias ;17 ;3rd Class Passenger ;
SAMAAN, Mr Hanna Elias ;40 ;3rd Class Passenger ;
SAMUEL, Mr Owen Wilmore ;47 ;Victualling Crew ;
SANGSTER, Mr Charles Edward ;30 ;Engineering Crew ;
SARTORI, Sig. Lazar ;24 ;Restaurant Staff ;
SAUNDERCOCK, Mr William Henry ;19 ;3rd Class Passenger ;
SAUNDERS, Mr W. ;23 ;Engineering Crew ;
SAUNDERS, Mr Walter Ernest ;23 ;Engineering Crew ;
SAUNDERS, Mr D. E. ;26 ;Victualling Crew ;
D. Saunders
SAUNDERS, Mr F. ;22 ;Engineering Crew ;
SAWYER, Mr Frederick Charles ;24 ;3rd Class Passenger ;
SAWYER, Mr Robert James ;31 ;Deck Crew ;
R. Sawyer
SCANLAN, Mr James ;22 ;3rd Class Passenger ;
SCAVINO, Sig. Candido ;42 ;Restaurant Staff ;
SCHMIDT, Mr Augustus ;22 ;2nd Class Passenger ;
A. Schmidt
SCOTT, Mr John ;20 ;Victualling Crew ;
SCOTT, Mr Archibald ;41 ;Engineering Crew ;
SCOVELL, Mr Robert ;55 ;Victualling Crew ;
SDYCOFF, Mr Todor ;42 ;3rd Class Passenger ;
SEDGWICK, Mr Charles Frederick Waddington ;28 ;2nd Class Passenger ;
SEDUNARY, Mr Samuel Francis ;25 ;Victualling Crew ;
S. Sedunary
SELF, Mr Alfred Henry ;40 ;Engineering Crew ;
SEMAN, Master Betros ;10 ;3rd Class Passenger ;
SESIA, Sig. Giacomo ;24 ;Restaurant Staff ;
SHANNON, Mr Andrew John ;35 ;3rd Class Passenger ;
SHARP, Mr Percival ;29 ;2nd Class Passenger ;
SHAUGHNESSY, Mr Patrick ;27 ;3rd Class Passenger ;
SHAW, Mr Henry ;42 ;Victualling Crew ;
SHEA, Mr John Joseph ;40 ;Victualling Crew ;
SHEA, Mr Thomas ;32 ;Engineering Crew ;
SHEDID, Mr Daher ;19 ;3rd Class Passenger ;
SHELLARD, Mr Frederick William Blainey ;55 ;3rd Class Passenger ;
SHEPHERD, Mr Jonathan ;32 ;Engineering Crew ;
J. Shepherd
SHIHāB, Mr Al-Amīr Fāris ;26 ;3rd Class Passenger ;
A. Shihāb
SHILLABEER, Mr Charles Frederick ;19 ;Engineering Crew ;
SHORNEY, Mr Charles Joseph ;22 ;3rd Class Passenger ;
C. Shorney
SIEBERT, Mr Sidney Conrad ;29 ;Victualling Crew ;
SILVEY, Mr William Baird ;51 ;1st Class Passenger ;
W. Silvey
SIMMONS, Mr Frederick Charles ;24 ;Victualling Crew ;
F. Simmons
SIMMONS, Mr John ;40 ;3rd Class Passenger ;
SIMMONS, Mr William Simon C. ;37 ;Victualling Crew ;
SIMPSON, Dr John Edward ;37 ;Deck Crew ;
J. Simpson
SIRAYANIAN, Mr Orsen ;22 ;3rd Class Passenger ;
SIROTA, Mr Morris ;20 ;3rd Class Passenger ;
SIVIC, Mr Husein ;40 ;3rd Class Passenger ;
SIVIER, Mr William ;23 ;Victualling Crew ;
SIVOLA, Mr Antti Wilhelm ;21 ;3rd Class Passenger ;
SJöSTEDT, Mr Ernst Adolf ;59 ;2nd Class Passenger ;
E. Sjöstedt
SKEATES, Mr William ;23 ;Engineering Crew ;
SKINNER, Mr Edward ;41 ;Victualling Crew ;
SKOOG, Mr Wilhelm Johansson ;40 ;3rd Class Passenger ;
W. Skoog
SKOOG, Miss Margit Elizabeth ;2 ;3rd Class Passenger ;
SKOOG, Miss Mabel ;9 ;3rd Class Passenger ;
SKOOG, Master Harald ;5 ;3rd Class Passenger ;
SKOOG, Master Karl Thorsten ;11 ;3rd Class Passenger ;
SKOOG, Mrs Anna Bernhardina ;43 ;3rd Class Passenger ;
A. Skoog
SLABENOFF, Mr Petco ;42 ;3rd Class Passenger ;
SLEMEN, Mr Richard James ;35 ;2nd Class Passenger ;
SLIGHT, Mr William Henry James ;36 ;Victualling Crew ;
SLIGHT, Mr Harry John ;33 ;Victualling Crew ;
SLOAN, Mr Peter ;31 ;Engineering Crew ;
P. Sloan
SLOCOVSKI, Mr Selman Francis ;20 ;3rd Class Passenger ;
SMALL, Mr William McMillan ;42 ;Engineering Crew ;
SMART, Mr John Montgomery ;56 ;1st Class Passenger ;
SMILJANIC, Mr Mile ;37 ;3rd Class Passenger ;
SMILLIE, Mr John Downing ;29 ;Victualling Crew ;
J. Smillie
SMITH, Mr Emest George ;27 ;Engineering Crew ;
SMITH, Mr Richard William ;57 ;1st Class Passenger ;
SMITH, Mr Reginald George ;33 ;Victualling Crew ;
SMITH, Mr James Clinch ;56 ;1st Class Passenger ;
J. Smith
SMITH, Mr William ;26 ;Deck Crew ;
SMITH, Mr John Richard Jago ;35 ;Victualling Crew
Postal Clerk ;
J. Smith
SMITH, Mr James William ;24 ;Victualling Crew ;
SMITH, Captain Edward John ;62 ;Deck Crew
Titanic Officers ;
E. Smith
SMITH, Mr Charles Edwin ;40 ;Victualling Crew ;
SMITH, Mr James Muil ;39 ;Engineering Crew ;
J. Smith
SMITH, Mr Charles Henry James ;38 ;Victualling Crew ;
SMITH, Mr Lucian Philip ;24 ;1st Class Passenger ;
L. Smith
SMITHER, Mr Harry James ;22 ;Engineering Crew ;
SMYTH, Mr Thomas ;27 ;3rd Class Passenger ;
SNAPE, Mrs Lucy Violet ;22 ;Victualling Crew ;
L. Snape
SNELLGROVE, Mr George ;41 ;Engineering Crew ;
SNOOK, Mr William Henry ;26 ;Engineering Crew ;
SOBEY, Mr Samuel James Hayden ;25 ;2nd Class Passenger ;
SOMERTON, Mr Francis William ;31 ;3rd Class Passenger ;
SPECTOR, Mr Woolf ;23 ;3rd Class Passenger ;
SPENCER, Mr William Augustus ;57 ;1st Class Passenger ;
SPINNER, Mr Henry John ;31 ;3rd Class Passenger ;
H. Spinner
STAGG, Mr John Henry ;38 ;Victualling Crew ;
STANBROOK, Mr Augustus George ;31 ;Engineering Crew ;
. Stanbrook
STANEFF, Mr Ivan ;23 ;3rd Class Passenger ;
STANKOVIC, Mr Ivan ;33 ;3rd Class Passenger ;
STANLEY, Mr Rowland Edwin ;22 ;3rd Class Passenger ;
STANTON, Mr Samuel Ward ;42 ;2nd Class Passenger ;
STEAD, Mr William Thomas ;62 ;1st Class Passenger ;
W. Stead
STEBBINGS, Mr Sydney Frederick ;36 ;Victualling Crew ;
STEEL, Mr Robert Edward ;30 ;Engineering Crew
Substitute Crew ;
STEWART, Mr Albert Ankeny ;64 ;1st Class Passenger ;
STOCKER, Mr Henry Dorey ;20 ;Engineering Crew ;
STOKES, Mr Philip Joseph ;24 ;2nd Class Passenger ;
P. Stokes
STONE, Mr Edward Thomas ;29 ;Victualling Crew ;
STONE, Mr Edmund ;33 ;Victualling Crew ;
E. Stone
STOREY, Mr Thomas ;59 ;3rd Class Passenger ;
STOYTCHEFF, Mr Ilia ;19 ;3rd Class Passenger ;
STRANDBERG, Miss Ida Sofia ;22 ;3rd Class Passenger ;
STRAUS, Mrs Rosalie Ida ;63 ;1st Class Passenger ;
R. Straus
STRAUS, Mr Isidor ;67 ;1st Class Passenger ;
I. Straus
STRILIC, Mr Ivan ;27 ;3rd Class Passenger ;
STRöM, Miss Telma Matilda ;2 ;3rd Class Passenger ;
STRöM, Mrs Elna Matilda ;29 ;3rd Class Passenger ;
STROUD, Mr Harry John ;35 ;Victualling Crew ;
STROUD, Mr Edward Alfred Orlando ;19 ;Victualling Crew ;
STRUGNELL, Mr John Herbert ;34 ;Victualling Crew ;
STUBBINGS, Mr Harry Robert ;31 ;Victualling Crew ;
STUBBS, Mr James Henry ;28 ;Engineering Crew ;
SUTEHALL, Mr Henry Jr ;25 ;3rd Class Passenger ;
H. Sutehall
SUTTON, Mr Frederick ;61 ;1st Class Passenger ;
F. Sutton
SVENSSON, Mr Johan ;74 ;3rd Class Passenger ;
J. Svensson
SVENSSON, Mr Olof ;24 ;3rd Class Passenger ;
SWAN, Mr William ;48 ;Victualling Crew ;
SWANE, Mr George ;19 ;2nd Class Passenger
Servant ;
SWEET, Mr George Frederick ;14 ;2nd Class Passenger ;
G. Sweet
SYMONDS, Mr John Crane ;45 ;Victualling Crew ;
SæTHER, Mr Simon Sivertsen ;43 ;3rd Class Passenger ;
SøHOLT, Mr Peter Andreas Lauritz Andersen ;19 ;3rd Class Passenger ;
TALBOT, Mr George Frederick Charles ;20 ;Victualling Crew ;
TAMLYN, Mr Frederick ;24 ;Deck Crew ;
F. Tamlyn
ṬANNūS, Mr Ṭannūs Ḥannā Mu'awwad ;16 ;3rd Class Passenger ;
TANNūS, Mr Bashīr ;30 ;3rd Class Passenger ;
ṬANNūS MU'AWWAD, Mr Ḥannā ;34 ;3rd Class Passenger ;
TAUSSIG, Mr Emil ;54 ;1st Class Passenger ;
TAYLOR, Mr Leonard ;19 ;Victualling Crew ;
L. Taylor
TAYLOR, Mr Charles William Frederick ;40 ;Deck Crew ;
TAYLOR, Mr John Henry ;49 ;Engineering Crew ;
TAYLOR, Mr Bernard Cuthbert ;22 ;Victualling Crew ;
TAYLOR, Mr J. ;42 ;Engineering Crew ;
TAYLOR, Mr Percy Cornelius ;40 ;2nd Class Passenger
Musician ;
P. Taylor
TAYLOR, Mr William John ;31 ;Victualling Crew ;
TERRELL, Mr Bertram ;19 ;Deck Crew ;
TESTONI, Sig. Ercole ;23 ;Restaurant Staff ;
E. Testoni
TEUTON, Mr Thomas Moore ;35 ;Victualling Crew ;
T. Teuton
THALER, Mr Montague Donald ;17 ;Victualling Crew ;
THAYER, Mr John Borland ;49 ;1st Class Passenger ;
J. Thayer
THEOBALD, Mr Thomas Leonard ;34 ;3rd Class Passenger ;
THOMAS, Mr Joseph Wakefield ;24 ;Engineering Crew ;
THOMPSON, Mr Herbert Henry ;25 ;Victualling Crew ;
THOMPSON, Mr Alexander Mellis ;37 ;3rd Class Passenger ;
THORLEY, Mr William Gordon ;41 ;Victualling Crew ;
THORN, Mr Harry ;25 ;Victualling Crew ;
THORNEYCROFT, Mr Percival ;37 ;3rd Class Passenger ;
TIETZ, Sig. Carlo/Karl ;27 ;Restaurant Staff ;
TIKKANEN, Mr Juho ;32 ;3rd Class Passenger ;
TIZARD, Mr Arthur Leopold ;31 ;Engineering Crew ;
TOBIN, Mr Roger ;20 ;3rd Class Passenger ;
TODOROFF, Mr Lalio ;23 ;3rd Class Passenger ;
TOMLIN, Mr Ernest Portage ;22 ;3rd Class Passenger ;
TOPP, Mr Thomas ;28 ;Victualling Crew ;
TöRBER, Mr Ernst Wilhelm ;41 ;3rd Class Passenger ;
TORFA, Mr Assad ;20 ;3rd Class Passenger ;
TOSHACK, Mr James Adamson ;30 ;Victualling Crew ;
TOTEVSKI, Mr Hristo Danchev ;25 ;3rd Class Passenger ;
H. Totevski
TOZER, Mr James ;32 ;Engineering Crew ;
TROUPIANSKY, Mr Moses Aaron ;23 ;2nd Class Passenger ;
TU'MAH AL-SAYQALī, Mr Assāf Jirjis ;29 ;3rd Class Passenger ;
TURCIN, Mr Stjepan ;36 ;3rd Class Passenger ;
TURLEY, Mr Richard ;37 ;Engineering Crew ;
TURNER, Mr Leopold Olerenshaw ;28 ;Victualling Crew ;
TURNER, Mr George Frederick ;42 ;Victualling Crew ;
TURPIN, Mrs Dorothy Ann ;26 ;2nd Class Passenger ;
TURPIN, Mr William John ;29 ;2nd Class Passenger ;
TURVEY, Mr Charles Thomas ;17 ;Restaurant Staff ;
URBINI, Sig. Roberto ;20 ;Restaurant Staff ;
URUCHURTU, Don. Manuel Ramirez ;39 ;1st Class Passenger ;
M. Uruchurtu
VALVASSORI, Sig. Ettore Luigi ;35 ;Restaurant Staff ;
E. Valvassori
VAN BILLIARD, Mr Austin Blyler ;35 ;3rd Class Passenger ;
VAN BILLIARD, Master Walter John ;9 ;3rd Class Passenger ;
VAN BILLIARD, Master James William ;10 ;3rd Class Passenger ;
VAN DE VELDE, Mr Johannes Josef ;35 ;3rd Class Passenger ;
VAN DEN STEEN, Mr Leo Peter ;28 ;3rd Class Passenger ;
VAN DER BRUGGE, Mr Wessel Adrianus ;38 ;Engineering Crew ;
VAN DER HOEF, Mr Wyckoff ;61 ;1st Class Passenger ;
W. Van der hoef
VAN IMPE, Miss Catharina ;10 ;3rd Class Passenger ;
VAN IMPE, Mrs Rosalie Paula ;30 ;3rd Class Passenger ;
VAN IMPE, Mr Jean Baptiste ;36 ;3rd Class Passenger ;
VAN MELCKEBEKE, Mr Philemon ;23 ;3rd Class Passenger ;
VANDERCRUYSSEN, Mr Victor ;46 ;3rd Class Passenger ;
VANDERPLANCKE, Mr Leo Edmondus ;15 ;3rd Class Passenger ;
VANDERPLANCKE, Miss Augusta Maria ;18 ;3rd Class Passenger ;
VANDERPLANCKE, Mrs Emelie Maria ;31 ;3rd Class Passenger ;
VANDERPLANCKE, Mr Julius ;31 ;3rd Class Passenger ;
VANDEWALLE, Mr Nestor Cyriel ;28 ;3rd Class Passenger ;
N. Vandewalle
VEAL, Mr James ;40 ;2nd Class Passenger ;
VEAL, Mr Arthur ;36 ;Engineering Crew ;
VEAL, Mr Thomas Henry Edom ;38 ;Victualling Crew ;
T. Veal
VEAR, Mr Henry ;33 ;Engineering Crew ;
VEAR, Mr William ;34 ;Engineering Crew ;
VESTRöM, Miss Hulda Amanda Adolfina ;14 ;3rd Class Passenger ;
VICAT, Sig. Alphonse Jean Eugene ;21 ;Restaurant Staff ;
VILLVARLANGE, Mr Pierre Léon Gabriel ;19 ;Restaurant Staff ;
P. Villvarlange
VINE, Mr Herbert Thomas Gordon ;17 ;Restaurant Staff ;
VIONI, Sig. Roberto ;25 ;Restaurant Staff ;
VöGELIN-DUBACH, Sig. Johannes ;35 ;Restaurant Staff ;
VOVK, Mr Janko ;21 ;3rd Class Passenger ;
WAELENS, Mr Achille ;22 ;3rd Class Passenger ;
WAKE, Mr Percy ;37 ;Victualling Crew ;
WALKER, Mr William Anderson ;48 ;1st Class Passenger ;
WALLIS, Mrs Catherine Jane ;36 ;Victualling Crew ;
C. Wallis
WALPOLE, Mr James ;48 ;Victualling Crew ;
J. Walpole
WALSH, Miss Catherine ;32 ;Victualling Crew ;
WARD, Mr Percy Thomas ;40 ;Victualling Crew ;
WARD, Mr Edward Bryon ;34 ;Victualling Crew ;
WARD, Mr James William ;31 ;Engineering Crew ;
WARD, Mr Arthur ;23 ;Engineering Crew ;
A. Ward
WARDNER, Mr Fred Albert ;40 ;Engineering Crew ;
WARE, Mr John James ;47 ;2nd Class Passenger ;
WARE, Mr Frederick ;35 ;3rd Class Passenger ;
WARE, Mr William Jeffery ;23 ;2nd Class Passenger ;
W. Ware
WAREHAM, Mr Robert Arthur ;37 ;Victualling Crew ;
WARREN, Mr Charles William ;31 ;3rd Class Passenger ;
WARREN, Mr Frank Manley ;63 ;1st Class Passenger ;
F. Warren
WARWICK, Mr Tom ;26 ;Victualling Crew ;
WATERIDGE, Mr Edward Lewis ;26 ;Engineering Crew ;
WATSON, Mr Willim ;27 ;Engineering Crew ;
WATSON, Mr Ennis Hastings ;19 ;2nd Class Passenger
H&W Guarantee Group ;
WATSON, Mr William Albert ;15 ;Victualling Crew ;
WAZNAH, Mr Yūsuf Ahmad ;23 ;3rd Class Passenger ;
WEATHERSTON, Mr Thomas Herbert ;25 ;Victualling Crew ;
WEBB, Mr Brook Holding ;50 ;Victualling Crew ;
B. Webb
WEBB, Mr Samuel Francis ;28 ;Engineering Crew ;
WEBBER, Mr Francis Albert ;31 ;Engineering Crew ;
WEBBER, Mr James ;66 ;3rd Class Passenger ;
WEIR, Colonel John ;61 ;1st Class Passenger ;
J. Weir
WEISZ, Mr Léopold ;37 ;2nd Class Passenger ;
L. Weisz
WELCH, Mr William Harold ;21 ;Victualling Crew ;
WENDEL, Mr Olof Edvin ;20 ;3rd Class Passenger ;
WEST, Mr Edwy Arthur ;36 ;2nd Class Passenger ;
WHEADON, Mr Edward Henry ;65 ;2nd Class Passenger ;
WHEELER, Mr Edwin Charles ;26 ;2nd Class Passenger
Servant ;
E. Wheeler
WHITE, Mr Arthur ;37 ;Victualling Crew ;
A. White
WHITE, Mr Frank Leonard ;27 ;Engineering Crew ;
WHITE, Mr Richard Frasar ;21 ;1st Class Passenger ;
R. White
WHITE, Mr Leonard Lisle Oliver ;32 ;Victualling Crew ;
WHITE, Mr Albert ;17 ;Engineering Crew ;
WHITE, Mr Percival Wayland ;54 ;1st Class Passenger ;
P. White
WHITE, Mr Edward Joseph ;27 ;Victualling Crew ;
WHITFORD, Mr Alfred Henry ;39 ;Victualling Crew ;
WICK, Col. George Dennick ;57 ;1st Class Passenger ;
G. Wick
WIDEGREN, Mr Carl Peter ;51 ;3rd Class Passenger ;
WIDENER, Mr Harry Elkins ;27 ;1st Class Passenger ;
H. Widener
WIDENER, Mr George Dunton ;50 ;1st Class Passenger ;
G. Widener
WIKLUND, Mr Jakob Alfred ;18 ;3rd Class Passenger ;
WIKLUND, Mr Karl Johan ;21 ;3rd Class Passenger ;
WILDE, Mr Henry Tingle ;39 ;Deck Crew
Titanic Officers ;
H. Wilde
WILLER, Mr Aaron ;37 ;3rd Class Passenger ;
WILLEY, Mr Edward John ;21 ;3rd Class Passenger ;
WILLIAMS, Mr Charles Duane ;51 ;1st Class Passenger ;
C. Williams
WILLIAMS, Mr Samuel Solomon ;26 ;Engineering Crew ;
S. Williams
WILLIAMS, Mr Arthur John ;42 ;Victualling Crew ;
WILLIAMS, Mr Fletcher Fellowes Lambert ;43 ;1st Class Passenger ;
WILLIAMS, Mr Leslie ;24 ;3rd Class Passenger ;
L. Williams
WILLIAMS, Mr Howard Hugh ;28 ;3rd Class Passenger ;
WILLIAMSON, Mr James Bertram ;35 ;Victualling Crew
Postal Clerk ;
J. Williamson
WILLIS, Mr William ;59 ;Victualling Crew ;
WILLSHER, Mr William Aubrey ;34 ;Victualling Crew ;
WILSON, Mr Herbert 'Bertie' ;28 ;Engineering Crew ;
H. Wilson
WILTON, Mr William Edward ;53 ;Engineering Crew ;
WINDELøV, Mr Einar ;21 ;3rd Class Passenger ;
E. Windeløv
WINSER, Mr Rowland ;36 ;Victualling Crew ;
WIRZ, Mr Albert ;17 ;3rd Class Passenger ;
WISEMAN, Mr Philippe ;54 ;3rd Class Passenger ;
WITCHER, Mr Albert Ernest ;39 ;Engineering Crew ;
WITT, Mr Henry Dennis ;37 ;Engineering Crew
Substitute Crew ;
WITTEVRONGEL, Mr Camilius Aloysius ;36 ;3rd Class Passenger ;
WITTMAN, Mr Henry ;39 ;Victualling Crew ;
WITTS, Mr William Francis ;35 ;Engineering Crew ;
WOOD, Mr James Thomas ;49 ;Victualling Crew ;
J. Wood
WOOD, Mr Henry ;31 ;Engineering Crew ;
WOODFORD, Mr Frederick Ernest ;40 ;Engineering Crew ;
WOODWARD, Mr John Wesley ;32 ;2nd Class Passenger
Musician ;
J. Woodward
WOODY, Mr Oscar Scott ;41 ;Victualling Crew
Postal Clerk ;
O. Woody
WORMALD, Mr Henry Frederick Charles ;45 ;Victualling Crew ;
WORTHMAN, Mr William Henry ;37 ;Engineering Crew ;
WRAPSON, Mr Frederick Bernard ;19 ;Victualling Crew ;
WRIGHT, Mr Frederick ;24 ;Victualling Crew ;
F. Wright
WRIGHT, Mr George ;62 ;1st Class Passenger ;
G. Wright
WYETH, Mr James Robert ;25 ;Engineering Crew ;
YASBECK, Mr Antoni ;27 ;3rd Class Passenger ;
YOUNG, Mr Francis James ;32 ;Engineering Crew ;
F. Young
YOUSSIFF (SAM'AAN), Mr Gerios ;45 ;3rd Class Passenger ;
YVOIS, Miss Henriette ;22 ;2nd Class Passenger ;
H. Yvois
ZAKARIAN, Mr Mapriededer ;22 ;3rd Class Passenger ;
ZAKARIAN, Mr Ortin ;27 ;3rd Class Passenger ;
ZANETTI, Sig. Minio ;20 ;Restaurant Staff ;
ZARRACCHI, Sig. L. ;26 ;Restaurant Staff ;
L. Zarracchi
ZIMMERMANN, Mr Leo ;29 ;3rd Class Passenger ;
ØSTBY, Mr Engelhart Cornelius ;64 ;1st Class Passenger ;
E. Østby
